Target_Status,Target_Plant,Target_Group,Target_Class,Target_Storage_Loc,Target_Mat_Grp,Target_MRP_Type,Target_Qty,Target_Weight,Target_Cost,Target_Safety_Stock,Target_Volume,Target_Ref_ID,Target_Description,Target_Batch_Id
20,PLANT_NY,GRP_A,CLASS_1,SL_001,MG_CH,ND,80,15,329,23,38,REF-73010_LEG,Item_Desc_531 [MIG],B335-2024
99,PLANT_NY,GRP_C,CLASS_1,SL_OBS,MG_EL,PD,99,17,493,19,29,REF-85268_LEG,Item_Desc_895 [MIG],B970-2024
20,PLANT_NY,GRP_A,CLASS_2,SL_002,MG_ME,PD,88,22,544,25,66,REF-61524_LEG,Item_Desc_198 [MIG],B396-2024
20,PLANT_NY,GRP_C,CLASS_3,SL_002,MG_EL,ND,69,38,485,22,11,REF-51808_LEG,Item_Desc_972 [MIG],B817-2024
99,PLANT_NY,GRP_C,CLASS_2,SL_002,MG_ME,VB,30,27,382,22,46,REF-96518_LEG,Item_Desc_13 [MIG],B224-2024
0,PLANT_CA,GRP_A,CLASS_2,SL_002,MG_EL,PD,87,38,243,29,81,REF-69915_LEG,Item_Desc_874 [MIG],B713-2024
10,PLANT_CA,GRP_A,CLASS_2,SL_003,MG_ME,VB,95,20,263,23,50,REF-49284_LEG,Item_Desc_71 [MIG],B180-2024
10,PLANT_CA,GRP_B,CLASS_3,SL_003,MG_CH,PD,4,41,349,23,65,REF-85424_LEG,Item_Desc_153 [MIG],B509-2024
10,PLANT_NY,GRP_A,CLASS_1,SL_002,MG_EL,VB,13,50,200,30,40,REF-43542_LEG,Item_Desc_290 [MIG],B859-2024
10,PLANT_NY,GRP_B,CLASS_1,SL_001,MG_CH,PD,57,29,319,30,83,REF-98890_LEG,Item_Desc_150 [MIG],B171-2024
10,PLANT_TX,GRP_B,CLASS_2,SL_001,MG_EL,VB,57,18,436,14,87,REF-20640_LEG,Item_Desc_961 [MIG],B797-2024
10,PLANT_TX,GRP_C,CLASS_3,SL_003,MG_EL,PD,92,39,595,28,74,REF-39046_LEG,Item_Desc_813 [MIG],B320-2024
99,PLANT_NY,GRP_A,CLASS_2,SL_003,MG_ME,ND,37,22,589,27,98,REF-44117_LEG,Item_Desc_849 [MIG],B630-2024
10,PLANT_CA,GRP_A,CLASS_3,SL_002,MG_CH,VB,21,24,182,18,74,REF-41870_LEG,Item_Desc_579 [MIG],B812-2024
20,PLANT_NY,GRP_A,CLASS_1,SL_001,MG_EL,ND,89,42,400,27,76,REF-77965_LEG,Item_Desc_308 [MIG],B936-2024
20,PLANT_CA,GRP_C,CLASS_3,ERROR_LOC,MG_CH,PD,97,38,323,18,79,REF-64468_LEG,Item_Desc_152 [MIG],B893-2024
99,PLANT_TX,GRP_A,CLASS_3,SL_001,MG_EL,ND,55,24,193,26,14,REF-63624_LEG,Item_Desc_592 [MIG],B165-2024
99,PLANT_TX,GRP_B,CLASS_1,SL_001,MG_ME,PD,16,25,578,29,66,REF-49933_LEG,Item_Desc_829 [MIG],B356-2024
99,PLANT_TX,GRP_A,CLASS_3,SL_OBS,MG_CH,VB,81,30,503,17,101,REF-15332_LEG,Item_Desc_332 [MIG],B496-2024
20,PLANT_TX,GRP_A,CLASS_1,SL_OBS,MG_ME,ND,94,45,395,17,90,REF-80637_LEG,Item_Desc_52 [MIG],B357-2024
20,PLANT_CA,GRP_B,CLASS_2,SL_002,MG_CH,ND,92,48,585,29,98,REF-68012_LEG,Item_Desc_893 [MIG],B482-2024
99,PLANT_CA,GRP_C,CLASS_1,SL_001,MG_CH,ND,43,19,402,28,14,REF-36754_LEG,Item_Desc_562 [MIG],B495-2024
99,PLANT_CA,GRP_B,CLASS_1,SL_003,MG_ME,VB,29,49,439,12,38,REF-17439_LEG,Item_Desc_176 [MIG],B698-2024
10,PLANT_TX,GRP_C,CLASS_1,SL_003,MG_ME,VB,75,26,542,29,17,REF-34867_LEG,Item_Desc_297 [MIG],B390-2024
10,PLANT_TX,GRP_A,CLASS_2,SL_003,MG_EL,PD,17,34,500,22,50,REF-92014_LEG,Item_Desc_714 [MIG],B859-2024
10,PLANT_TX,GRP_C,CLASS_3,SL_003,MG_CH,VB,51,48,349,17,93,REF-98244_LEG,Item_Desc_218 [MIG],B405-2024
20,PLANT_TX,GRP_C,CLASS_1,SL_OBS,MG_ME,PD,40,15,439,28,44,REF-15800_LEG,Item_Desc_48 [MIG],B990-2024
99,PLANT_TX,GRP_C,CLASS_1,SL_001,MG_CH,VB,11,42,488,26,101,REF-35812_LEG,Item_Desc_580 [MIG],B415-2024
10,PLANT_CA,GRP_B,CLASS_1,SL_OBS,MG_EL,PD,97,51,166,24,66,REF-95424_LEG,Item_Desc_177 [MIG],B270-2024
20,PLANT_CA,GRP_B,CLASS_1,SL_001,MG_CH,VB,66,25,557,29,14,REF-77031_LEG,Item_Desc_926 [MIG],B292-2024
99,PLANT_CA,GRP_B,CLASS_3,SL_OBS,MG_ME,PD,50,32,490,18,96,REF-91446_LEG,Item_Desc_47 [MIG],B771-2024
10,PLANT_NY,GRP_B,CLASS_3,SL_OBS,MG_CH,VB,37,27,393,17,25,REF-60681_LEG,Item_Desc_143 [MIG],B911-2024
10,PLANT_NY,GRP_C,CLASS_2,SL_001,MG_ME,VB,97,29,596,12,66,REF-59121_LEG,Item_Desc_836 [MIG],B759-2024
10,PLANT_TX,GRP_A,CLASS_3,SL_001,MG_CH,PD,29,45,271,12,77,REF-88851_LEG,Item_Desc_9 [MIG],B925-2024
10,PLANT_CA,GRP_C,CLASS_2,SL_OBS,MG_ME,ND,55,54,303,13,38,REF-44784_LEG,Item_Desc_644 [MIG],B706-2024
99,PLANT_NY,GRP_A,CLASS_3,SL_002,MG_ME,PD,80,49,238,23,11,REF-26122_LEG,Item_Desc_119 [MIG],B489-2024
99,PLANT_CA,GRP_B,CLASS_2,SL_OBS,MG_CH,PD,19,43,319,19,31,REF-37552_LEG,Item_Desc_238 [MIG],B751-2024
20,PLANT_NY,GRP_A,CLASS_3,SL_003,MG_EL,ND,5,18,349,17,26,REF-28190_LEG,Item_Desc_119 [MIG],B384-2024
20,PLANT_TX,GRP_C,CLASS_2,SL_003,MG_CH,ND,33,17,524,17,24,REF-50784_LEG,Item_Desc_19 [MIG],B953-2024
99,PLANT_TX,GRP_B,CLASS_1,SL_001,MG_EL,VB,47,28,494,30,86,REF-18397_LEG,Item_Desc_158 [MIG],B290-2024
20,PLANT_CA,GRP_B,CLASS_1,SL_001,MG_ME,PD,49,45,373,15,33,REF-72368_LEG,Item_Desc_538 [MIG],B991-2024
20,PLANT_TX,GRP_B,CLASS_3,SL_OBS,MG_CH,ND,79,24,474,21,69,REF-26241_LEG,Item_Desc_418 [MIG],B144-2024
20,PLANT_CA,GRP_A,CLASS_3,SL_001,MG_CH,VB,46,40,469,15,100,REF-33816_LEG,Item_Desc_889 [MIG],B318-2024
99,PLANT_CA,GRP_A,CLASS_3,SL_003,MG_EL,PD,14,42,300,29,92,REF-78088_LEG,Item_Desc_488 [MIG],B901-2024
20,PLANT_NY,GRP_A,CLASS_3,SL_001,MG_ME,PD,25,41,514,24,29,REF-22586_LEG,Item_Desc_58 [MIG],B997-2024
0,PLANT_TX,GRP_B,CLASS_2,SL_OBS,MG_CH,VB,84,46,272,14,39,REF-58975_LEG,Item_Desc_357 [MIG],B157-2024
20,PLANT_TX,GRP_B,CLASS_1,SL_OBS,MG_ME,ND,86,38,553,12,23,REF-42091_LEG,Item_Desc_438 [MIG],B545-2024
99,PLANT_NY,GRP_A,CLASS_2,SL_001,MG_EL,VB,94,22,153,28,96,REF-77228_LEG,Item_Desc_542 [MIG],B720-2024
99,PLANT_TX,GRP_A,CLASS_1,SL_002,MG_EL,PD,47,16,426,30,101,REF-65672_LEG,Item_Desc_552 [MIG],B570-2024
20,PLANT_CA,GRP_A,CLASS_3,SL_002,MG_ME,ND,40,42,482,18,53,REF-90276_LEG,Item_Desc_783 [MIG],B195-2024
99,PLANT_NY,GRP_B,CLASS_3,SL_002,MG_EL,ND,100,17,322,12,12,REF-84671_LEG,Item_Desc_644 [MIG],B582-2024
10,PLANT_NY,GRP_C,CLASS_2,SL_OBS,MG_EL,PD,28,39,484,28,9,REF-34521,Item_Desc_659 [MIG],B754-2024
99,PLANT_TX,GRP_C,CLASS_2,SL_001,MG_EL,VB,45,21,590,29,72,REF-12232_LEG,Item_Desc_517 [MIG],B563-2024
99,PLANT_CA,GRP_B,CLASS_1,SL_003,MG_ME,VB,93,43,346,23,66,REF-27841_LEG,Item_Desc_820 [MIG],B827-2024
99,PLANT_CA,GRP_B,CLASS_3,ERROR_LOC,MG_ME,ND,73,47,234,20,93,REF-50247_LEG,Item_Desc_835 [MIG],B193-2024
0,PLANT_NY,GRP_A,CLASS_2,SL_003,MG_EL,VB,21,40,566,22,64,REF-20292_LEG,Item_Desc_834 [MIG],B828-2024
10,PLANT_TX,GRP_B,CLASS_1,SL_001,MG_CH,PD,38,53,230,10,99,REF-16125_LEG,Item_Desc_808 [MIG],B331-2024
99,PLANT_TX,GRP_B,CLASS_2,SL_002,MG_ME,VB,19,35,475,25,76,REF-94346_LEG,Item_Desc_577 [MIG],B337-2024
99,PLANT_TX,GRP_A,CLASS_3,SL_001,MG_ME,PD,68,31,514,14,22,REF-27838_LEG,Item_Desc_916 [MIG],B380-2024
10,PLANT_TX,GRP_A,CLASS_1,SL_003,MG_CH,ND,20,48,547,26,62,REF-33518_LEG,Item_Desc_828 [MIG],B947-2024
10,PLANT_TX,GRP_B,CLASS_1,SL_001,MG_ME,PD,21,17,554,28,100,REF-85897_LEG,Item_Desc_486 [MIG],B622-2024
20,PLANT_NY,GRP_B,CLASS_2,SL_002,MG_CH,PD,93,21,367,18,30,REF-86916_LEG,Item_Desc_293 [MIG],B216-2024
10,PLANT_CA,GRP_A,CLASS_3,SL_OBS,MG_CH,VB,78,36,468,20,49,REF-36762_LEG,Item_Desc_26 [MIG],B367-2024
99,PLANT_TX,GRP_A,CLASS_2,SL_OBS,MG_EL,VB,13,44,430,27,62,REF-64790_LEG,Item_Desc_437 [MIG],B913-2024
99,PLANT_CA,GRP_B,CLASS_2,SL_002,MG_CH,PD,64,44,549,20,102,REF-29038_LEG,Item_Desc_119 [MIG],B631-2024
10,PLANT_CA,GRP_A,CLASS_1,SL_002,MG_EL,ND,77,34,301,15,68,REF-84148_LEG,Item_Desc_120 [MIG],B779-2024
10,PLANT_TX,GRP_B,CLASS_1,SL_001,MG_ME,ND,21,52,466,28,30,REF-66616_LEG,Item_Desc_422 [MIG],B595-2024
99,PLANT_CA,GRP_A,CLASS_3,SL_001,MG_CH,VB,90,47,173,26,66,REF-29013_LEG,Item_Desc_538 [MIG],B437-2024
10,PLANT_CA,GRP_A,CLASS_2,SL_003,MG_EL,VB,20,47,295,19,64,REF-77066_LEG,Item_Desc_162 [MIG],B414-2024
20,PLANT_CA,GRP_C,CLASS_3,SL_002,MG_ME,ND,68,32,250,16,7,REF-87174_LEG,Item_Desc_116 [MIG],B219-2024
10,PLANT_NY,GRP_B,CLASS_1,SL_003,MG_ME,VB,81,35,409,27,47,REF-96923_LEG,Item_Desc_865 [MIG],B741-2024
10,PLANT_NY,GRP_C,CLASS_3,SL_003,MG_EL,PD,57,23,353,16,59,REF-57042_LEG,Item_Desc_4 [MIG],B610-2024
10,PLANT_TX,GRP_B,CLASS_3,SL_002,MG_ME,PD,98,42,253,28,19,REF-84471_LEG,Item_Desc_278 [MIG],B802-2024
20,PLANT_TX,GRP_A,CLASS_1,SL_OBS,MG_EL,PD,80,54,317,26,10,REF-17944_LEG,Item_Desc_106 [MIG],B958-2024
20,PLANT_TX,GRP_B,CLASS_2,SL_OBS,MG_CH,VB,15,29,369,26,44,REF-56513_LEG,Item_Desc_344 [MIG],B677-2024
99,PLANT_CA,GRP_B,CLASS_2,SL_003,MG_CH,VB,60,53,419,15,19,REF-77978_LEG,Item_Desc_487 [MIG],B759-2024
10,PLANT_CA,GRP_A,CLASS_3,SL_002,MG_EL,ND,80,53,366,16,93,REF-48845_LEG,Item_Desc_663,B346-2024
20,PLANT_TX,GRP_C,CLASS_3,SL_003,MG_CH,ND,14,20,324,25,16,REF-33659_LEG,Item_Desc_884 [MIG],B770-2024
10,PLANT_CA,GRP_B,CLASS_1,SL_003,MG_ME,ND,92,24,214,20,94,REF-51554_LEG,Item_Desc_43 [MIG],B262-2024
20,PLANT_CA,GRP_A,CLASS_1,SL_001,MG_CH,PD,83,42,233,29,102,REF-47434_LEG,Item_Desc_711 [MIG],B296-2024
10,PLANT_NY,GRP_A,CLASS_2,SL_003,MG_EL,VB,6,51,317,27,13,REF-12246_LEG,Item_Desc_872 [MIG],B860-2024
20,PLANT_TX,GRP_C,CLASS_2,SL_003,MG_CH,PD,48,21,430,18,89,REF-86266_LEG,Item_Desc_610 [MIG],B122-2024
20,PLANT_NY,GRP_B,CLASS_1,SL_002,MG_CH,PD,69,37,565,22,52,REF-93910_LEG,Item_Desc_634 [MIG],B323-2024
10,PLANT_NY,GRP_B,CLASS_2,SL_OBS,MG_EL,PD,65,54,177,27,42,REF-37893_LEG,Item_Desc_193 [MIG],B127-2024
99,PLANT_CA,GRP_A,CLASS_2,SL_003,MG_EL,VB,20,32,481,13,61,REF-29900_LEG,Item_Desc_177 [MIG],B599-2024
20,PLANT_TX,GRP_C,CLASS_3,SL_002,MG_CH,PD,3,47,392,17,69,REF-28177_LEG,Item_Desc_455 [MIG],B751-2024
20,PLANT_NY,GRP_C,CLASS_2,SL_002,MG_EL,VB,28,19,373,21,96,REF-32472_LEG,Item_Desc_586 [MIG],B844-2024
99,PLANT_TX,GRP_A,CLASS_3,SL_003,MG_CH,PD,48,41,188,17,72,REF-32646_LEG,Item_Desc_356 [MIG],B350-2024
20,PLANT_TX,GRP_A,CLASS_2,SL_003,MG_EL,PD,73,39,534,15,52,REF-45119_LEG,Item_Desc_894 [MIG],B936-2024
20,PLANT_TX,GRP_C,CLASS_3,SL_002,MG_CH,ND,91,51,333,16,53,REF-31853_LEG,Item_Desc_826 [MIG],B981-2024
10,PLANT_TX,GRP_C,CLASS_2,ERROR_LOC,MG_CH,ND,86,24,250,26,53,REF-74193_LEG,Item_Desc_102 [MIG],B469-2024
10,PLANT_CA,GRP_C,CLASS_3,SL_001,MG_CH,ND,69,44,452,13,33,REF-40905_LEG,Item_Desc_768 [MIG],B729-2024
20,PLANT_CA,GRP_C,CLASS_1,SL_OBS,MG_ME,PD,39,41,175,15,76,REF-65424_LEG,Item_Desc_629 [MIG],B418-2024
99,PLANT_TX,GRP_A,CLASS_1,SL_OBS,MG_EL,VB,48,29,451,23,48,REF-91183_LEG,Item_Desc_470 [MIG],B178-2024
99,PLANT_NY,GRP_C,CLASS_3,SL_OBS,MG_CH,VB,12,41,459,27,56,REF-68861_LEG,Item_Desc_143 [MIG],B604-2024
99,PLANT_CA,GRP_B,CLASS_3,SL_003,MG_CH,VB,31,27,219,12,101,REF-47186_LEG,Item_Desc_27 [MIG],B730-2024
10,PLANT_CA,GRP_A,CLASS_2,SL_001,MG_ME,VB,67,41,182,16,18,REF-91483_LEG,Item_Desc_962 [MIG],B165-2024
20,PLANT_CA,GRP_B,CLASS_1,SL_001,MG_CH,ND,41,54,152,18,23,REF-74456_LEG,Item_Desc_360 [MIG],B109-2024
20,PLANT_CA,GRP_C,CLASS_2,SL_002,MG_CH,ND,55,20,401,22,49,REF-17955_LEG,Item_Desc_167 [MIG],B854-2024
20,PLANT_TX,GRP_B,CLASS_1,SL_003,MG_EL,PD,86,47,581,23,101,REF-50365_LEG,Item_Desc_679 [MIG],B708-2024
10,PLANT_TX,GRP_C,CLASS_3,SL_003,MG_EL,VB,80,48,419,25,91,REF-72667_LEG,Item_Desc_169 [MIG],B464-2024
10,PLANT_TX,GRP_A,CLASS_3,SL_003,MG_CH,ND,72,35,179,23,16,REF-97859_LEG,Item_Desc_578 [MIG],B309-2024
10,PLANT_CA,GRP_A,CLASS_2,SL_001,MG_CH,VB,51,32,423,27,47,REF-57589_LEG,Item_Desc_288 [MIG],B453-2024
99,PLANT_CA,GRP_A,CLASS_1,SL_003,MG_ME,PD,64,42,292,20,94,REF-22023_LEG,Item_Desc_551 [MIG],B523-2024
10,PLANT_NY,GRP_C,CLASS_1,SL_002,MG_EL,VB,82,20,511,22,33,REF-62664_LEG,Item_Desc_639 [MIG],B515-2024
20,PLANT_TX,GRP_C,CLASS_3,SL_003,MG_EL,PD,53,42,176,13,96,REF-87265_LEG,Item_Desc_492 [MIG],B900-2024
20,PLANT_TX,GRP_A,CLASS_1,SL_002,MG_EL,VB,55,35,385,20,80,REF-58285_LEG,Item_Desc_974 [MIG],B841-2024
20,PLANT_CA,GRP_B,CLASS_2,SL_001,MG_ME,PD,71,53,303,27,43,REF-37486_LEG,Item_Desc_409 [MIG],B156-2024
10,PLANT_NY,GRP_C,CLASS_3,SL_003,MG_ME,PD,37,49,252,21,65,REF-24809_LEG,Item_Desc_348 [MIG],B181-2024
20,PLANT_CA,GRP_A,CLASS_3,SL_OBS,MG_EL,VB,24,28,564,11,34,REF-80001_LEG,Item_Desc_815 [MIG],B910-2024
99,PLANT_CA,GRP_B,CLASS_3,SL_002,MG_ME,VB,87,43,496,18,7,REF-11388,Item_Desc_264 [MIG],B637-2024
10,PLANT_TX,GRP_B,CLASS_1,SL_003,MG_CH,ND,92,49,543,16,98,REF-20718_LEG,Item_Desc_675 [MIG],B896-2024
10,PLANT_NY,GRP_C,CLASS_1,SL_003,MG_CH,VB,40,43,557,15,56,REF-66524_LEG,Item_Desc_169 [MIG],B386-2024
20,PLANT_CA,GRP_B,CLASS_1,SL_003,MG_ME,ND,30,41,365,20,60,REF-37968_LEG,Item_Desc_311 [MIG],B485-2024
10,PLANT_TX,GRP_B,CLASS_3,SL_003,MG_ME,ND,1,39,206,15,77,REF-97528_LEG,Item_Desc_336 [MIG],B100-2024
20,PLANT_CA,GRP_A,CLASS_2,SL_001,MG_ME,ND,18,22,504,30,72,REF-88770_LEG,Item_Desc_771 [MIG],B836-2024
99,PLANT_CA,GRP_A,CLASS_1,SL_OBS,MG_EL,ND,100,37,371,16,14,REF-53863_LEG,Item_Desc_657 [MIG],B558-2024
10,PLANT_CA,GRP_A,CLASS_2,SL_003,MG_CH,ND,30,50,347,11,60,REF-26377_LEG,Item_Desc_560 [MIG],B510-2024
20,PLANT_NY,GRP_A,CLASS_2,SL_OBS,MG_ME,VB,67,47,533,10,38,REF-23500_LEG,Item_Desc_664 [MIG],B860-2024
20,PLANT_NY,GRP_C,CLASS_2,SL_003,MG_EL,ND,10,31,323,21,75,REF-66736_LEG,Item_Desc_489 [MIG],B976-2024
0,PLANT_CA,GRP_C,CLASS_2,SL_002,MG_ME,ND,80,21,207,29,26,REF-84248_LEG,Item_Desc_140 [MIG],B758-2024
10,PLANT_TX,GRP_C,CLASS_3,SL_OBS,MG_CH,PD,56,34,514,30,77,REF-50258_LEG,Item_Desc_181 [MIG],B363-2024
20,PLANT_TX,GRP_B,CLASS_3,SL_001,MG_EL,ND,52,25,498,21,9,REF-65242_LEG,Item_Desc_720 [MIG],B107-2024
20,PLANT_NY,GRP_B,CLASS_2,SL_001,MG_ME,PD,79,22,554,15,96,REF-62564_LEG,Item_Desc_215,B154-2024
99,PLANT_CA,GRP_B,CLASS_3,SL_002,MG_EL,ND,98,37,365,11,52,REF-61452_LEG,Item_Desc_378 [MIG],B371-2024
10,PLANT_NY,GRP_B,CLASS_3,SL_OBS,MG_ME,ND,62,55,272,18,98,REF-93807_LEG,Item_Desc_201 [MIG],B510-2024
99,PLANT_TX,GRP_B,CLASS_3,SL_002,MG_CH,VB,54,46,351,25,55,REF-56530_LEG,Item_Desc_470 [MIG],B688-2024
99,PLANT_NY,GRP_C,CLASS_3,SL_002,MG_CH,ND,13,17,194,24,99,REF-61263_LEG,Item_Desc_544 [MIG],B450-2024
20,PLANT_NY,GRP_B,CLASS_2,SL_002,MG_ME,PD,25,20,480,10,101,REF-89475_LEG,Item_Desc_936 [MIG],B835-2024
20,PLANT_CA,GRP_B,CLASS_3,SL_001,MG_EL,PD,62,51,431,15,44,REF-67916_LEG,Item_Desc_390 [MIG],B483-2024
10,PLANT_NY,GRP_C,CLASS_2,SL_002,MG_ME,VB,69,20,350,28,83,REF-61072_LEG,Item_Desc_393 [MIG],B959-2024
99,PLANT_TX,GRP_B,CLASS_3,SL_003,MG_CH,VB,19,36,209,21,98,REF-32113_LEG,Item_Desc_562 [MIG],B279-2024
20,PLANT_CA,GRP_A,CLASS_2,SL_003,MG_ME,PD,57,28,412,25,95,REF-46205_LEG,Item_Desc_18 [MIG],B501-2024
10,PLANT_CA,GRP_B,CLASS_1,SL_003,MG_EL,VB,60,36,566,20,32,REF-68300_LEG,Item_Desc_35 [MIG],B541-2024
99,PLANT_CA,GRP_B,CLASS_3,SL_002,MG_ME,PD,86,26,414,24,91,REF-83825_LEG,Item_Desc_449 [MIG],B410-2024
99,PLANT_NY,GRP_B,CLASS_3,SL_001,MG_CH,ND,2,55,332,17,26,REF-82174_LEG,Item_Desc_987 [MIG],B617-2024
10,PLANT_TX,GRP_A,CLASS_3,SL_OBS,MG_ME,PD,6,36,414,20,72,REF-12863_LEG,Item_Desc_873 [MIG],B998-2024
20,PLANT_NY,GRP_C,CLASS_2,SL_OBS,MG_ME,PD,45,26,377,18,67,REF-13985_LEG,Item_Desc_791 [MIG],B258-2024
99,PLANT_TX,GRP_A,CLASS_3,SL_OBS,MG_EL,ND,36,51,407,23,31,REF-41031_LEG,Item_Desc_35 [MIG],B339-2024
20,PLANT_NY,GRP_A,CLASS_2,SL_OBS,MG_ME,VB,14,18,227,25,62,REF-20980_LEG,Item_Desc_182 [MIG],B155-2024
20,PLANT_CA,GRP_C,CLASS_1,SL_OBS,MG_EL,PD,82,32,343,25,42,REF-86651_LEG,Item_Desc_543 [MIG],B835-2024
10,PLANT_TX,GRP_A,CLASS_2,SL_003,MG_EL,ND,44,21,480,12,13,REF-17747_LEG,Item_Desc_307 [MIG],B205-2024
99,PLANT_CA,GRP_A,CLASS_2,SL_001,MG_CH,ND,85,34,321,17,99,REF-77684_LEG,Item_Desc_661 [MIG],B807-2024
99,PLANT_NY,GRP_B,CLASS_3,SL_002,MG_CH,ND,75,43,578,29,100,REF-45199_LEG,Item_Desc_417 [MIG],B671-2024
99,PLANT_CA,GRP_B,CLASS_1,SL_002,MG_CH,VB,2,18,453,15,28,REF-47137_LEG,Item_Desc_634 [MIG],B872-2024
99,PLANT_TX,GRP_C,CLASS_1,SL_OBS,MG_EL,PD,19,29,544,28,47,REF-79150_LEG,Item_Desc_274 [MIG],B654-2024
0,PLANT_CA,GRP_C,CLASS_1,SL_001,MG_EL,PD,80,53,304,29,44,REF-17467_LEG,Item_Desc_40 [MIG],B621-2024
10,PLANT_CA,GRP_C,CLASS_2,SL_002,MG_EL,VB,35,37,281,26,95,REF-82734_LEG,Item_Desc_60 [MIG],B118-2024
0,PLANT_TX,GRP_B,CLASS_2,SL_002,MG_EL,PD,100,35,573,18,64,REF-46174_LEG,Item_Desc_656 [MIG],B812-2024
20,PLANT_CA,GRP_C,CLASS_2,SL_OBS,MG_CH,PD,33,18,400,26,87,REF-38678_LEG,Item_Desc_195 [MIG],B164-2024
10,PLANT_NY,GRP_A,CLASS_2,SL_002,MG_CH,VB,76,15,515,22,82,REF-79685_LEG,Item_Desc_500 [MIG],B822-2024
10,PLANT_CA,GRP_B,CLASS_2,SL_001,MG_ME,VB,31,35,531,10,13,REF-19881_LEG,Item_Desc_784 [MIG],B641-2024
10,PLANT_TX,GRP_A,CLASS_3,SL_OBS,MG_ME,VB,90,38,535,11,83,REF-40645_LEG,Item_Desc_80 [MIG],B716-2024
99,PLANT_TX,GRP_C,CLASS_1,ERROR_LOC,MG_EL,VB,88,46,304,21,10,REF-86031_LEG,Item_Desc_218 [MIG],B493-2024
10,PLANT_NY,GRP_A,CLASS_1,SL_001,MG_ME,VB,92,32,458,18,80,REF-68370_LEG,Item_Desc_846 [MIG],B505-2024
10,PLANT_NY,GRP_A,CLASS_2,SL_001,MG_EL,ND,97,36,181,19,9,REF-98977_LEG,Item_Desc_454 [MIG],B629-2024
20,PLANT_CA,GRP_B,CLASS_3,SL_OBS,MG_ME,PD,57,30,343,25,52,REF-82963_LEG,Item_Desc_450 [MIG],B621-2024
10,PLANT_NY,GRP_A,CLASS_3,SL_003,MG_EL,VB,59,34,159,22,61,REF-23595_LEG,Item_Desc_977 [MIG],B751-2024
99,PLANT_NY,GRP_A,CLASS_3,SL_OBS,MG_EL,ND,73,32,248,22,18,REF-21512_LEG,Item_Desc_986 [MIG],B119-2024
20,PLANT_CA,GRP_B,CLASS_1,SL_OBS,MG_EL,ND,85,27,233,12,68,REF-88026_LEG,Item_Desc_362 [MIG],B637-2024
99,PLANT_NY,GRP_B,CLASS_1,SL_OBS,MG_CH,PD,74,35,158,12,15,REF-78008_LEG,Item_Desc_919 [MIG],B777-2024
99,PLANT_CA,GRP_C,CLASS_1,SL_003,MG_ME,PD,13,19,170,25,64,REF-91001_LEG,Item_Desc_5 [MIG],B161-2024
20,PLANT_NY,GRP_A,CLASS_3,SL_002,MG_CH,VB,54,22,487,11,50,REF-50747_LEG,Item_Desc_953 [MIG],B570-2024
10,PLANT_CA,GRP_B,CLASS_1,SL_001,MG_CH,ND,43,55,471,11,65,REF-94071_LEG,Item_Desc_219 [MIG],B824-2024
99,PLANT_NY,GRP_C,CLASS_3,SL_002,MG_CH,ND,80,26,266,26,55,REF-25479_LEG,Item_Desc_835 [MIG],B737-2024
10,PLANT_CA,GRP_A,CLASS_2,SL_001,MG_ME,PD,85,23,481,10,8,REF-45955_LEG,Item_Desc_722 [MIG],B560-2024
20,PLANT_CA,GRP_B,CLASS_2,SL_003,MG_ME,VB,27,45,458,21,101,REF-60148_LEG,Item_Desc_491 [MIG],B546-2024
99,PLANT_TX,GRP_C,CLASS_1,SL_002,MG_CH,ND,95,52,510,23,64,REF-86460_LEG,Item_Desc_675 [MIG],B417-2024
99,PLANT_CA,GRP_B,CLASS_1,SL_OBS,MG_CH,PD,40,46,202,12,60,REF-78266,Item_Desc_575 [MIG],B797-2024
99,PLANT_CA,GRP_B,CLASS_3,SL_003,MG_EL,ND,34,44,324,18,62,REF-90601_LEG,Item_Desc_199 [MIG],B566-2024
99,PLANT_TX,GRP_C,CLASS_2,SL_002,MG_EL,PD,33,54,247,28,47,REF-24606_LEG,Item_Desc_860 [MIG],B851-2024
99,PLANT_NY,GRP_C,CLASS_1,SL_003,MG_ME,VB,43,49,277,21,37,REF-33824_LEG,Item_Desc_761 [MIG],B815-2024
10,PLANT_TX,GRP_B,CLASS_2,SL_001,MG_EL,VB,62,16,387,20,31,REF-66174_LEG,Item_Desc_162 [MIG],B491-2024
99,PLANT_NY,GRP_A,CLASS_2,SL_003,MG_CH,ND,94,37,223,16,78,REF-70327_LEG,Item_Desc_544 [MIG],B612-2024
10,PLANT_TX,GRP_A,CLASS_3,SL_OBS,MG_ME,ND,2,19,494,16,32,REF-10720_LEG,Item_Desc_250 [MIG],B923-2024
99,PLANT_NY,GRP_B,CLASS_2,SL_003,MG_CH,PD,24,35,297,16,97,REF-55677_LEG,Item_Desc_216 [MIG],B652-2024
99,PLANT_CA,GRP_C,CLASS_2,SL_OBS,MG_ME,PD,48,18,325,21,16,REF-57641_LEG,Item_Desc_33 [MIG],B334-2024
10,PLANT_NY,GRP_A,CLASS_2,SL_003,MG_ME,PD,31,34,578,13,91,REF-97266_LEG,Item_Desc_498 [MIG],B258-2024
99,PLANT_CA,GRP_B,CLASS_2,SL_002,MG_EL,PD,50,24,553,13,57,REF-21106_LEG,Item_Desc_88 [MIG],B759-2024
