Legacy_Ref_ID,Legacy_Qty,Legacy_Weight,Legacy_Cost,Legacy_Safety_Stock,Legacy_Volume,Legacy_Description,Legacy_Batch,Legacy_Status,Legacy_Region,Legacy_Type,Legacy_Priority,Legacy_Warehouse_Code,Legacy_Material_Group,Legacy_Lifecycle
REF-93678,50,21,366,19,32,Item_Desc_748,B713,Hold,West,Raw,High,WH99,Chem,New
REF-69043,18,37,456,19,59,Item_Desc_986,B680,Active,North,Service,High,WH02,Chem,EndOL
REF-95057,81,19,105,16,25,Item_Desc_424,B215,Active,North,Service,Medium,WH01,Chem,New
REF-33101,16,40,484,3,70,Item_Desc_524,B570,Closed,South,Finished,High,WH99,Mech,EndOL
REF-35117,10,34,342,12,74,Item_Desc_737,B720,Hold,West,Raw,Medium,WH99,Elec,EndOL
REF-19748,83,19,469,17,98,Item_Desc_418,B657,Hold,North,Raw,High,WH01,Elec,Mature
REF-30786,91,47,157,6,29,Item_Desc_456,B960,Active,North,Raw,Medium,WH03,Chem,EndOL
REF-60827,37,26,247,5,32,Item_Desc_38,B561,Hold,South,Raw,Low,WH01,Chem,EndOL
REF-27794,11,24,147,11,52,Item_Desc_23,B904,Active,North,Raw,High,WH99,Mech,New
REF-19868,54,36,150,10,24,Item_Desc_695,B800,Active,South,Raw,Medium,WH99,Chem,New
REF-90870,91,38,210,6,20,Item_Desc_73,B848,Active,North,Raw,High,WH99,Mech,Mature
REF-25917,13,22,398,17,73,Item_Desc_237,B890,Hold,West,Service,Medium,WH01,Chem,Mature
REF-65584,33,16,435,18,89,Item_Desc_728,B543,Closed,North,Finished,High,WH99,Elec,Mature
REF-94312,43,43,149,4,68,Item_Desc_789,B570,Closed,North,Service,Medium,WH01,Chem,New
REF-30370,19,42,211,6,75,Item_Desc_420,B911,Closed,West,Service,High,WH99,Chem,New
REF-55202,89,17,323,11,98,Item_Desc_444,B204,Active,South,Service,High,WH99,Mech,Mature
REF-92130,64,28,398,0,58,Item_Desc_364,B342,Active,South,Service,High,WH99,Elec,Mature
REF-41558,72,48,192,6,85,Item_Desc_376,B743,Hold,West,Raw,Medium,WH01,Mech,Mature
REF-37394,77,48,194,4,79,Item_Desc_150,B921,Hold,South,Finished,Low,WH02,Mech,Mature
REF-74047,33,31,115,8,43,Item_Desc_610,B904,Closed,North,Finished,High,WH02,Mech,EndOL
REF-87778,30,11,173,8,71,Item_Desc_437,B803,Active,West,Finished,Medium,WH01,Mech,Mature
REF-13153,56,37,339,4,10,Item_Desc_635,B966,Hold,South,Service,Low,WH03,Elec,New
REF-13342,63,13,254,16,23,Item_Desc_548,B448,Active,South,Finished,High,WH01,Chem,New
REF-44482,56,40,306,18,48,Item_Desc_878,B676,Hold,West,Service,High,WH01,Elec,New
REF-27600,13,15,62,4,18,Item_Desc_951,B647,Closed,South,Finished,Medium,WH02,Mech,New
REF-97284,59,29,410,17,55,Item_Desc_689,B571,Closed,North,Finished,Low,WH03,Mech,New
REF-23143,87,35,357,14,13,Item_Desc_323,B149,Closed,West,Finished,High,WH01,Mech,EndOL
REF-43360,78,36,82,7,83,Item_Desc_532,B489,Closed,North,Service,Medium,WH99,Elec,EndOL
REF-95537,60,22,146,20,17,Item_Desc_810,B741,Hold,West,Finished,High,WH99,Chem,Mature
REF-89131,55,17,208,11,96,Item_Desc_815,B510,Active,North,Service,Low,WH01,Elec,New
REF-46578,54,17,335,7,71,Item_Desc_297,B757,Hold,West,Finished,Low,WH02,Elec,Mature
REF-24515,38,45,152,7,59,Item_Desc_830,B247,Active,West,Finished,Low,WH03,Chem,New
REF-58683,81,50,419,14,58,Item_Desc_502,B694,Active,North,Service,Low,WH01,Mech,EndOL
REF-35591,29,10,114,9,27,Item_Desc_726,B232,Active,South,Raw,High,WH01,Mech,Mature
REF-32732,56,14,81,18,40,Item_Desc_804,B446,Hold,West,Service,Medium,WH02,Chem,EndOL
REF-25638,31,22,416,18,38,Item_Desc_348,B759,Closed,North,Finished,Low,WH01,Mech,New
REF-82176,50,36,189,16,78,Item_Desc_888,B768,Active,South,Finished,Low,WH03,Elec,EndOL
REF-18764,65,42,446,12,72,Item_Desc_593,B151,Active,South,Service,Medium,WH03,Chem,New
REF-30854,74,18,469,8,10,Item_Desc_692,B519,Active,North,Service,Low,WH03,Elec,New
REF-42302,60,21,182,17,17,Item_Desc_628,B590,Closed,South,Finished,Medium,WH02,Chem,Mature
REF-62094,16,31,338,12,73,Item_Desc_155,B626,Hold,South,Finished,Medium,WH99,Elec,New
REF-86592,76,30,98,19,87,Item_Desc_501,B201,Hold,West,Raw,High,WH02,Chem,Mature
REF-97422,81,37,303,10,28,Item_Desc_826,B328,Hold,North,Finished,Medium,WH02,Mech,EndOL
REF-13555,40,20,362,10,66,Item_Desc_748,B590,Closed,South,Raw,Low,WH02,Mech,New
REF-60166,28,35,88,10,28,Item_Desc_222,B527,Hold,West,Finished,High,WH02,Chem,New
REF-99294,50,49,153,15,74,Item_Desc_860,B371,Hold,West,Service,Medium,WH02,Chem,Mature
REF-69262,8,45,293,15,90,Item_Desc_819,B917,Hold,West,Raw,High,WH02,Chem,EndOL
REF-92344,86,20,488,10,83,Item_Desc_446,B364,Active,West,Service,High,WH03,Chem,Mature
REF-96782,52,41,471,6,49,Item_Desc_139,B702,Active,South,Service,High,WH02,Chem,Mature
REF-28845,77,45,381,15,20,Item_Desc_264,B896,Active,West,Service,Medium,WH01,Elec,New
REF-80981,1,39,110,9,32,Item_Desc_284,B548,Closed,South,Finished,Low,WH03,Chem,Mature
REF-45198,53,20,255,8,64,Item_Desc_629,B608,Active,North,Finished,High,WH03,Mech,New
REF-95377,1,21,472,5,67,Item_Desc_788,B129,Hold,West,Service,Low,WH01,Chem,New
REF-89286,71,44,379,10,50,Item_Desc_969,B479,Hold,South,Finished,Medium,WH99,Chem,EndOL
REF-24273,16,21,296,5,22,Item_Desc_458,B189,Hold,North,Finished,High,WH03,Chem,Mature
REF-62045,72,41,170,17,68,Item_Desc_377,B427,Closed,North,Raw,Low,WH03,Chem,New
REF-53925,96,20,307,4,11,Item_Desc_162,B415,Closed,South,Service,High,WH01,Elec,New
REF-85282,45,33,221,9,40,Item_Desc_84,B998,Hold,South,Finished,Low,WH02,Chem,EndOL
REF-47882,84,13,105,14,72,Item_Desc_852,B426,Hold,South,Raw,Low,WH02,Elec,EndOL
REF-63419,20,33,173,3,21,Item_Desc_883,B449,Closed,South,Finished,Low,WH02,Chem,EndOL
REF-99805,39,29,387,1,35,Item_Desc_845,B645,Active,West,Finished,Medium,WH01,Chem,EndOL
REF-58922,80,30,198,20,67,Item_Desc_497,B324,Active,West,Finished,Medium,WH03,Elec,New
REF-12906,20,22,116,8,49,Item_Desc_730,B307,Active,South,Raw,Medium,WH02,Elec,New
REF-87271,77,28,66,14,78,Item_Desc_251,B995,Closed,South,Finished,Low,WH02,Elec,EndOL
REF-91821,86,49,400,12,64,Item_Desc_126,B952,Closed,South,Service,High,WH01,Elec,New
REF-77911,32,25,397,10,39,Item_Desc_197,B395,Closed,West,Finished,Low,WH99,Chem,EndOL
REF-50034,87,41,496,17,9,Item_Desc_939,B142,Closed,North,Service,High,WH99,Chem,EndOL
REF-52764,23,42,209,7,65,Item_Desc_744,B961,Active,West,Raw,High,WH99,Chem,Mature
REF-47328,3,35,139,2,24,Item_Desc_888,B399,Closed,West,Raw,High,WH01,Mech,EndOL
REF-66515,34,38,343,0,66,Item_Desc_105,B839,Closed,North,Raw,Medium,WH99,Mech,New
REF-14822,34,48,381,9,35,Item_Desc_490,B247,Hold,South,Finished,Medium,WH03,Elec,New
REF-77319,2,46,148,14,6,Item_Desc_622,B609,Active,South,Finished,Low,WH01,Elec,Mature
REF-71936,92,13,400,14,29,Item_Desc_342,B926,Hold,South,Raw,Low,WH02,Chem,New
REF-10022,99,34,477,1,92,Item_Desc_442,B935,Active,North,Service,High,WH03,Chem,EndOL
REF-76580,70,25,278,13,18,Item_Desc_526,B870,Hold,West,Service,Medium,WH02,Mech,EndOL
REF-19707,66,12,112,6,78,Item_Desc_597,B457,Closed,North,Finished,High,WH99,Chem,Mature
REF-13003,38,49,196,11,36,Item_Desc_859,B716,Hold,North,Finished,Medium,WH01,Elec,EndOL
REF-13709,68,32,391,19,32,Item_Desc_523,B256,Active,West,Finished,High,WH02,Mech,Mature
REF-78422,76,34,117,16,31,Item_Desc_652,B617,Hold,South,Service,Low,WH01,Mech,Mature
REF-27961,92,16,65,18,37,Item_Desc_805,B657,Hold,North,Raw,Low,WH03,Mech,Mature
REF-79072,18,22,390,8,8,Item_Desc_83,B545,Active,North,Service,High,WH99,Mech,New
REF-10618,26,11,159,6,54,Item_Desc_348,B151,Hold,West,Service,Low,WH03,Mech,EndOL
REF-80902,37,35,175,1,48,Item_Desc_610,B875,Active,South,Finished,High,WH02,Chem,EndOL
REF-50380,4,48,233,14,19,Item_Desc_654,B638,Closed,North,Service,Low,WH03,Elec,Mature
REF-23161,47,46,122,12,40,Item_Desc_999,B335,Active,West,Finished,Low,WH02,Chem,EndOL
REF-71835,41,50,425,10,8,Item_Desc_902,B517,Active,West,Service,Medium,WH02,Elec,Mature
REF-82634,44,19,352,15,69,Item_Desc_593,B734,Hold,South,Raw,High,WH02,Chem,New
REF-16393,95,33,213,16,60,Item_Desc_994,B814,Closed,West,Raw,Medium,WH01,Chem,New
REF-10192,65,11,424,10,99,Item_Desc_720,B623,Hold,West,Service,Low,WH03,Elec,EndOL
REF-34913,39,29,474,12,84,Item_Desc_976,B783,Closed,West,Finished,Medium,WH99,Mech,New
REF-59571,35,14,177,12,64,Item_Desc_750,B812,Closed,West,Raw,Low,WH02,Chem,EndOL
REF-19224,30,19,361,10,16,Item_Desc_486,B711,Active,North,Service,Medium,WH01,Mech,EndOL
REF-10982,69,32,313,5,29,Item_Desc_876,B711,Hold,West,Raw,Medium,WH99,Elec,Mature
REF-59651,36,10,376,5,57,Item_Desc_481,B849,Active,South,Raw,Medium,WH01,Chem,New
REF-13927,72,32,299,7,6,Item_Desc_112,B689,Hold,South,Service,High,WH03,Elec,Mature
REF-70981,94,39,300,12,99,Item_Desc_94,B566,Active,West,Finished,Low,WH03,Mech,New
REF-92367,88,20,133,7,77,Item_Desc_74,B610,Active,South,Service,Medium,WH03,Mech,New
REF-99835,44,32,481,8,74,Item_Desc_423,B977,Active,South,Service,Low,WH03,Elec,EndOL
REF-12679,82,31,333,4,89,Item_Desc_263,B408,Closed,South,Finished,High,WH03,Chem,Mature
REF-74859,72,45,445,7,52,Item_Desc_395,B559,Active,West,Raw,Medium,WH03,Chem,EndOL
REF-13229,84,10,212,20,30,Item_Desc_659,B260,Hold,North,Service,Medium,WH99,Elec,New
REF-87256,52,14,81,2,59,Item_Desc_885,B777,Active,South,Raw,High,WH99,Chem,New
REF-86401,55,43,228,16,38,Item_Desc_963,B802,Active,South,Finished,Low,WH01,Chem,New
REF-71267,91,34,215,0,71,Item_Desc_924,B224,Active,South,Raw,High,WH99,Chem,Mature
REF-43241,5,36,260,13,52,Item_Desc_118,B344,Active,West,Finished,High,WH99,Elec,Mature
REF-90702,38,39,112,20,64,Item_Desc_536,B797,Hold,West,Service,Low,WH99,Chem,EndOL
REF-92339,40,18,102,0,66,Item_Desc_74,B894,Active,North,Finished,High,WH01,Elec,EndOL
REF-47966,84,15,205,18,79,Item_Desc_42,B409,Hold,South,Finished,High,WH03,Mech,EndOL
REF-45341,46,28,405,11,84,Item_Desc_925,B121,Active,South,Service,Medium,WH02,Chem,Mature
REF-84137,29,27,487,0,93,Item_Desc_657,B901,Hold,West,Finished,High,WH03,Chem,New
REF-88099,38,35,491,11,21,Item_Desc_778,B934,Active,South,Raw,Low,WH02,Chem,Mature
REF-82581,18,29,332,5,33,Item_Desc_904,B530,Active,North,Service,High,WH99,Elec,Mature
REF-14255,24,11,214,2,16,Item_Desc_489,B768,Closed,West,Service,High,WH99,Mech,New
REF-72712,79,30,109,4,56,Item_Desc_701,B989,Hold,South,Raw,Medium,WH03,Mech,New
REF-22008,38,22,391,19,59,Item_Desc_910,B518,Closed,North,Service,Medium,WH99,Elec,New
REF-42413,98,32,72,2,6,Item_Desc_972,B421,Active,South,Service,Medium,WH99,Mech,New
REF-25408,26,19,484,11,36,Item_Desc_972,B277,Closed,South,Service,Medium,WH01,Elec,Mature
REF-92208,23,47,242,0,7,Item_Desc_190,B881,Closed,South,Raw,High,WH01,Chem,New
REF-47873,41,32,383,17,91,Item_Desc_389,B801,Closed,West,Finished,Medium,WH99,Chem,New
REF-63320,14,35,173,18,72,Item_Desc_855,B721,Hold,West,Finished,Medium,WH03,Mech,New
REF-89508,28,48,244,10,56,Item_Desc_591,B785,Hold,North,Finished,High,WH99,Elec,Mature
REF-60251,94,36,440,12,97,Item_Desc_110,B487,Active,North,Raw,Medium,WH01,Chem,EndOL
REF-67759,2,31,286,20,53,Item_Desc_73,B918,Closed,South,Raw,Medium,WH02,Chem,New
REF-21133,59,14,71,15,36,Item_Desc_337,B602,Hold,South,Raw,Low,WH02,Mech,EndOL
REF-70694,73,45,248,4,72,Item_Desc_988,B120,Active,West,Finished,Low,WH01,Elec,New
REF-98041,22,47,195,15,99,Item_Desc_658,B888,Active,North,Raw,High,WH03,Elec,New
REF-85099,49,27,119,18,69,Item_Desc_272,B226,Hold,North,Raw,Medium,WH01,Mech,Mature
REF-76771,21,34,371,0,26,Item_Desc_430,B125,Closed,South,Raw,Low,WH03,Mech,New
REF-56719,36,18,324,9,27,Item_Desc_728,B232,Hold,West,Finished,Low,WH03,Chem,EndOL
REF-89830,64,37,280,15,76,Item_Desc_46,B939,Closed,South,Service,Medium,WH99,Chem,Mature
REF-57993,77,20,232,3,23,Item_Desc_825,B551,Hold,South,Finished,Low,WH01,Mech,New
REF-52213,14,49,485,19,63,Item_Desc_543,B815,Active,North,Raw,High,WH03,Mech,New
REF-53759,27,49,439,9,37,Item_Desc_539,B825,Active,South,Service,Low,WH99,Chem,Mature
REF-34136,78,35,435,16,89,Item_Desc_474,B433,Closed,West,Service,Medium,WH99,Elec,New
REF-99874,22,17,360,12,66,Item_Desc_495,B557,Hold,North,Finished,Low,WH01,Elec,New
REF-47708,26,10,225,11,37,Item_Desc_270,B646,Hold,West,Finished,Low,WH02,Elec,EndOL
REF-52333,24,49,325,13,35,Item_Desc_577,B149,Closed,North,Service,Low,WH01,Chem,New
REF-19587,89,10,416,8,51,Item_Desc_990,B608,Hold,West,Raw,Medium,WH99,Chem,New
REF-29637,70,48,322,8,25,Item_Desc_938,B184,Closed,North,Service,Low,WH01,Chem,EndOL
REF-59377,95,33,143,5,91,Item_Desc_744,B303,Active,South,Raw,Medium,WH99,Chem,Mature
REF-38443,18,48,57,14,99,Item_Desc_664,B958,Hold,North,Finished,High,WH99,Chem,New
REF-20192,7,49,210,3,74,Item_Desc_814,B512,Active,North,Raw,Low,WH03,Mech,Mature
REF-29126,75,45,476,0,66,Item_Desc_705,B791,Active,West,Service,High,WH03,Mech,New
REF-85868,90,43,86,3,17,Item_Desc_337,B423,Closed,North,Finished,High,WH01,Mech,EndOL
REF-44762,75,22,286,14,71,Item_Desc_198,B352,Hold,South,Raw,Low,WH01,Chem,New
REF-61760,68,21,321,14,52,Item_Desc_519,B850,Active,North,Service,Low,WH99,Elec,New
REF-45529,19,34,436,9,29,Item_Desc_14,B266,Hold,North,Finished,Medium,WH99,Elec,EndOL
REF-92055,92,40,325,10,94,Item_Desc_403,B826,Hold,West,Service,High,WH01,Chem,New
REF-79230,61,46,495,10,71,Item_Desc_851,B973,Active,South,Finished,High,WH01,Elec,Mature
REF-41857,43,39,183,19,46,Item_Desc_541,B786,Active,West,Finished,Medium,WH99,Chem,Mature
REF-18398,36,49,262,8,5,Item_Desc_352,B508,Closed,South,Service,Medium,WH01,Mech,Mature
REF-46748,9,20,59,8,31,Item_Desc_51,B707,Closed,North,Finished,High,WH01,Mech,Mature
REF-68190,33,34,151,14,46,Item_Desc_40,B306,Closed,West,Service,Medium,WH99,Elec,Mature
REF-89807,76,14,78,11,49,Item_Desc_644,B824,Closed,South,Finished,Medium,WH01,Mech,Mature
REF-11321,24,14,98,15,81,Item_Desc_970,B462,Closed,West,Service,High,WH99,Mech,EndOL
REF-76920,16,25,154,8,74,Item_Desc_650,B871,Hold,West,Service,Medium,WH02,Chem,EndOL
REF-60131,86,24,345,2,6,Item_Desc_8,B729,Active,South,Service,Low,WH03,Chem,Mature
REF-45813,61,37,59,19,40,Item_Desc_448,B218,Active,North,Raw,High,WH01,Mech,New
REF-97078,92,25,322,12,27,Item_Desc_592,B908,Hold,North,Raw,High,WH03,Elec,Mature
REF-43751,67,28,233,4,49,Item_Desc_427,B481,Hold,North,Raw,High,WH02,Mech,New
REF-75208,6,14,262,19,91,Item_Desc_354,B515,Closed,North,Service,High,WH99,Chem,EndOL
REF-70642,49,13,251,20,11,Item_Desc_14,B858,Active,North,Service,Low,WH02,Mech,Mature
REF-12850,13,29,492,19,30,Item_Desc_567,B118,Active,South,Service,High,WH03,Chem,Mature
REF-86917,28,41,493,11,31,Item_Desc_468,B742,Closed,North,Service,High,WH03,Chem,Mature
REF-62077,30,40,286,1,84,Item_Desc_149,B113,Closed,West,Raw,High,WH02,Mech,New
REF-97062,82,24,383,10,49,Item_Desc_692,B445,Closed,South,Finished,Medium,WH01,Chem,EndOL
REF-78670,37,42,318,0,9,Item_Desc_71,B491,Closed,South,Raw,Low,WH99,Mech,Mature
REF-95064,43,15,367,20,36,Item_Desc_773,B157,Active,North,Finished,Low,WH01,Elec,EndOL
REF-39035,51,29,57,2,22,Item_Desc_404,B451,Closed,South,Finished,Medium,WH99,Mech,Mature
REF-70964,53,18,448,8,50,Item_Desc_449,B569,Hold,South,Finished,Medium,WH03,Chem,New
REF-78813,67,34,208,14,82,Item_Desc_795,B854,Active,North,Raw,Low,WH01,Elec,New
REF-46744,25,23,339,11,54,Item_Desc_125,B719,Active,South,Raw,Medium,WH03,Elec,Mature
REF-66100,28,47,200,12,53,Item_Desc_214,B535,Hold,West,Raw,Low,WH01,Mech,Mature
REF-39864,19,32,159,16,43,Item_Desc_366,B500,Hold,North,Finished,High,WH01,Chem,EndOL
REF-36771,15,38,55,3,93,Item_Desc_322,B613,Hold,West,Raw,Low,WH99,Chem,EndOL
REF-50245,6,14,276,0,78,Item_Desc_805,B845,Hold,North,Raw,Medium,WH03,Mech,New
REF-43856,65,39,353,10,83,Item_Desc_900,B862,Hold,North,Raw,Medium,WH99,Mech,Mature
REF-10724,42,35,86,5,94,Item_Desc_288,B557,Closed,South,Service,Medium,WH03,Elec,Mature
REF-11944,23,48,288,13,50,Item_Desc_317,B899,Closed,South,Service,High,WH03,Mech,New
REF-97316,50,48,467,3,16,Item_Desc_382,B986,Closed,West,Finished,Low,WH02,Mech,Mature
REF-36341,68,50,455,10,40,Item_Desc_34,B266,Active,South,Service,High,WH03,Mech,New
REF-83194,56,28,62,1,61,Item_Desc_432,B848,Hold,West,Raw,Medium,WH01,Mech,EndOL
REF-91842,14,29,194,0,38,Item_Desc_247,B799,Active,North,Service,High,WH01,Elec,EndOL
REF-20596,17,40,146,5,26,Item_Desc_43,B544,Hold,South,Service,Medium,WH03,Mech,Mature
REF-40309,72,39,173,16,68,Item_Desc_870,B950,Closed,North,Finished,High,WH99,Chem,New
REF-94035,37,37,116,5,79,Item_Desc_485,B152,Closed,West,Service,Low,WH01,Mech,New
REF-38742,49,14,332,6,62,Item_Desc_926,B668,Active,North,Raw,High,WH02,Mech,EndOL
REF-23185,14,43,234,8,50,Item_Desc_349,B837,Closed,West,Finished,High,WH99,Elec,New
REF-71037,64,39,186,8,21,Item_Desc_175,B958,Active,South,Finished,High,WH99,Elec,New
REF-47631,11,50,445,15,54,Item_Desc_222,B240,Closed,West,Raw,Low,WH01,Elec,Mature
REF-20577,97,45,451,18,59,Item_Desc_177,B901,Hold,South,Finished,Medium,WH99,Chem,New
REF-88880,37,32,84,13,22,Item_Desc_398,B246,Hold,South,Raw,Medium,WH99,Chem,Mature
REF-51415,81,23,373,13,89,Item_Desc_590,B516,Active,West,Finished,High,WH03,Chem,New
REF-99780,3,16,373,10,11,Item_Desc_932,B578,Active,North,Service,Low,WH03,Mech,EndOL
REF-36044,98,12,368,10,44,Item_Desc_916,B957,Active,West,Service,Medium,WH01,Elec,EndOL
REF-21947,75,18,381,5,6,Item_Desc_587,B608,Closed,West,Raw,High,WH03,Elec,EndOL
REF-19686,28,49,304,5,65,Item_Desc_503,B645,Closed,South,Finished,Low,WH99,Elec,EndOL
REF-43351,37,33,500,16,38,Item_Desc_375,B363,Hold,South,Raw,Low,WH03,Elec,New
REF-32200,33,13,259,16,43,Item_Desc_289,B981,Hold,West,Finished,High,WH03,Elec,Mature
REF-54563,86,17,371,8,45,Item_Desc_855,B275,Hold,South,Raw,High,WH02,Elec,EndOL
REF-95643,74,49,158,16,74,Item_Desc_473,B536,Closed,West,Finished,Medium,WH03,Elec,New
REF-91527,33,12,329,13,87,Item_Desc_944,B837,Active,South,Raw,Medium,WH01,Chem,New
REF-24190,86,41,62,12,28,Item_Desc_788,B900,Closed,South,Finished,High,WH02,Mech,New
REF-69756,40,44,89,8,96,Item_Desc_155,B997,Hold,North,Service,Low,WH03,Mech,EndOL
REF-57865,80,12,119,11,98,Item_Desc_153,B284,Closed,West,Service,Medium,WH03,Mech,Mature
REF-14165,94,34,184,13,6,Item_Desc_461,B303,Closed,South,Finished,High,WH03,Mech,Mature
REF-26974,24,46,345,14,6,Item_Desc_743,B393,Closed,South,Raw,High,WH03,Mech,EndOL
REF-99573,23,14,432,20,83,Item_Desc_976,B142,Closed,South,Raw,Medium,WH03,Elec,New
REF-35562,3,44,85,8,23,Item_Desc_77,B375,Hold,West,Finished,Medium,WH03,Elec,New
REF-30872,66,48,425,3,63,Item_Desc_310,B579,Active,South,Raw,Medium,WH99,Chem,Mature
REF-22500,91,13,104,1,26,Item_Desc_521,B401,Closed,South,Raw,Low,WH02,Mech,Mature
REF-60916,64,34,424,8,34,Item_Desc_334,B385,Closed,South,Service,Low,WH02,Elec,EndOL
REF-37413,50,11,393,18,49,Item_Desc_115,B316,Active,South,Raw,High,WH02,Elec,EndOL
REF-81544,60,19,354,7,75,Item_Desc_914,B633,Hold,South,Service,Low,WH03,Mech,New
REF-36464,95,18,204,18,59,Item_Desc_366,B485,Closed,South,Raw,High,WH99,Elec,New
REF-12759,70,14,279,14,70,Item_Desc_411,B522,Active,South,Service,High,WH99,Elec,Mature
REF-77431,56,22,241,5,87,Item_Desc_943,B576,Active,West,Raw,High,WH03,Mech,EndOL
REF-75766,9,18,457,11,36,Item_Desc_884,B998,Hold,West,Service,Low,WH03,Elec,Mature
REF-57370,10,31,497,20,15,Item_Desc_587,B901,Active,South,Finished,Low,WH03,Elec,Mature
REF-40120,41,46,419,17,68,Item_Desc_346,B283,Active,West,Raw,Low,WH02,Chem,Mature
REF-63323,100,33,364,0,21,Item_Desc_442,B240,Hold,South,Finished,High,WH02,Mech,EndOL
REF-25890,16,11,206,9,49,Item_Desc_947,B579,Closed,South,Service,High,WH02,Mech,EndOL
REF-57940,6,42,300,9,87,Item_Desc_771,B102,Active,North,Finished,High,WH03,Elec,Mature
REF-23156,87,27,189,3,67,Item_Desc_177,B116,Hold,South,Raw,Low,WH01,Mech,Mature
REF-90381,94,36,396,7,34,Item_Desc_385,B970,Hold,South,Service,Low,WH03,Chem,EndOL
REF-54787,1,16,419,14,92,Item_Desc_894,B928,Active,West,Service,Medium,WH02,Chem,New
REF-84638,32,30,143,4,29,Item_Desc_702,B694,Active,West,Raw,Low,WH01,Elec,New
REF-66837,13,44,84,16,5,Item_Desc_886,B524,Active,North,Raw,Low,WH01,Mech,Mature
REF-80198,60,36,125,13,33,Item_Desc_41,B373,Closed,South,Finished,High,WH03,Chem,New
REF-45470,69,34,342,12,27,Item_Desc_566,B344,Active,West,Raw,Low,WH01,Chem,Mature
REF-25347,6,13,460,10,21,Item_Desc_800,B450,Closed,West,Finished,Medium,WH99,Mech,New
REF-99335,9,21,254,1,36,Item_Desc_961,B521,Closed,West,Service,Low,WH03,Chem,EndOL
REF-31915,51,15,74,0,43,Item_Desc_147,B342,Closed,West,Service,Medium,WH01,Chem,EndOL
REF-37755,13,25,68,5,65,Item_Desc_571,B101,Closed,West,Finished,Medium,WH99,Elec,New
REF-74785,27,44,436,6,21,Item_Desc_984,B327,Active,North,Service,Low,WH02,Chem,Mature
REF-76931,48,29,270,17,33,Item_Desc_816,B792,Closed,North,Raw,High,WH02,Elec,Mature
REF-67161,97,33,149,13,40,Item_Desc_963,B232,Closed,West,Service,Medium,WH99,Elec,EndOL
REF-20857,81,43,394,2,36,Item_Desc_433,B741,Closed,North,Finished,High,WH99,Mech,EndOL
REF-52442,89,33,445,14,6,Item_Desc_32,B871,Active,North,Finished,Medium,WH99,Mech,EndOL
REF-84346,87,24,260,7,19,Item_Desc_755,B944,Active,West,Finished,Low,WH99,Chem,New
REF-63153,87,28,495,14,88,Item_Desc_223,B178,Closed,North,Raw,Medium,WH99,Mech,EndOL
REF-54198,36,32,386,18,84,Item_Desc_280,B940,Closed,West,Service,Medium,WH99,Elec,Mature
REF-64947,54,27,288,13,53,Item_Desc_258,B406,Hold,South,Service,Low,WH03,Elec,EndOL
REF-35181,39,42,218,14,15,Item_Desc_405,B452,Hold,South,Finished,Low,WH99,Mech,New
REF-38964,44,15,374,8,99,Item_Desc_545,B262,Active,West,Finished,Medium,WH99,Elec,EndOL
REF-81022,29,50,124,4,41,Item_Desc_452,B116,Active,South,Raw,High,WH01,Mech,Mature
REF-36363,68,35,300,2,33,Item_Desc_327,B503,Active,West,Raw,Low,WH03,Elec,Mature
REF-80987,88,33,363,15,8,Item_Desc_984,B925,Active,South,Finished,Low,WH03,Mech,EndOL
REF-48710,14,41,453,1,86,Item_Desc_53,B797,Active,South,Finished,Medium,WH99,Chem,EndOL
REF-25797,70,11,355,20,100,Item_Desc_897,B964,Closed,South,Finished,High,WH02,Chem,Mature
REF-71121,82,34,441,3,29,Item_Desc_158,B180,Closed,North,Finished,Low,WH02,Mech,EndOL
REF-32599,45,20,293,20,36,Item_Desc_542,B722,Closed,South,Finished,Low,WH01,Chem,EndOL
REF-81920,38,40,275,16,68,Item_Desc_128,B926,Closed,North,Service,Low,WH99,Chem,EndOL
REF-53759,89,32,356,16,16,Item_Desc_612,B590,Closed,South,Raw,High,WH99,Elec,Mature
REF-88598,66,44,426,6,97,Item_Desc_14,B855,Active,North,Service,Low,WH99,Elec,New
REF-19920,55,48,278,12,56,Item_Desc_273,B820,Closed,South,Service,Low,WH03,Mech,New
REF-17711,88,48,179,8,95,Item_Desc_746,B429,Closed,South,Finished,Medium,WH01,Chem,New
REF-72634,76,18,276,17,80,Item_Desc_660,B474,Hold,West,Raw,Medium,WH01,Elec,New
REF-65758,36,15,301,12,40,Item_Desc_700,B666,Active,West,Service,High,WH01,Elec,New
REF-52497,14,33,197,14,88,Item_Desc_689,B379,Active,West,Raw,Medium,WH03,Elec,EndOL
REF-14981,99,46,270,15,20,Item_Desc_256,B121,Active,North,Service,Low,WH03,Mech,Mature
REF-89184,23,50,393,9,35,Item_Desc_510,B715,Closed,South,Raw,Medium,WH03,Mech,EndOL
REF-41313,18,10,175,3,51,Item_Desc_59,B973,Closed,North,Finished,High,WH03,Elec,Mature
REF-55604,79,49,426,19,16,Item_Desc_976,B627,Hold,North,Service,Medium,WH02,Elec,EndOL
REF-51323,36,38,246,16,71,Item_Desc_175,B104,Active,South,Service,High,WH03,Chem,New
REF-55591,19,22,280,20,94,Item_Desc_663,B662,Closed,North,Raw,Low,WH02,Elec,Mature
REF-29439,20,30,438,15,95,Item_Desc_983,B290,Active,North,Finished,High,WH02,Mech,Mature
